,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
4976,E04092,We need a better EU migration policy ,in favor of,his is the issue in politics and public sector policy making. No objectives are to be pursued. No problems to be solved. I guess it is the nature of the beast. Balancing conflicting interests. ,his is the issue in politics and public sector policy making. No objectives are to be pursued. No problems to be solved. I guess it is the nature of the beast. Balancing conflicting interests.  in favor of We need a better EU migration policy ,"['Self-direction: action', 'Universalism: objectivity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3643,A27440,We should end mandatory retirement,in favor of,"mandatory retirement should be abolished as lifespans increase and older people are more able and active than ever, making the old retirement ages useless.","mandatory retirement should be abolished as lifespans increase and older people are more able and active than ever, making the old retirement ages useless. in favor of We should end mandatory retirement","['Power: resources', 'Security: personal', 'Universalism: objectivity']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7074,E03089,We should reduce animal farming.,in favor of,"We should encourage people to consider the question: 'Do you think it is morally right to torture, mutilate, and kill animals needlessly?'","We should encourage people to consider the question: 'Do you think it is morally right to torture, mutilate, and kill animals needlessly?' in favor of We should reduce animal farming.","['Universalism: concern', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
623,A12493,We should legalize sex selection,against,sex selection should not be legalized as it is unethical,sex selection should not be legalized as it is unethical against We should legalize sex selection,"['Tradition', 'Humility', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
6489,A27331,Homeschooling should be banned,in favor of,homeschooled students do not learn necessary social skills,homeschooled students do not learn necessary social skills in favor of Homeschooling should be banned,"['Achievement', 'Power: dominance', 'Face', 'Security: personal', 'Security: societal', 'Conformity: rules']",0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
6898,D27001,Human Gene editing is a good thing,in favor of,"DNA has got nothing to do with spirituality. It is made up of nitrogen, oxygen, carbon, and hydrogen - the very same elements that make up the majority atmosphere. It is just as godlike as is the air around us.","DNA has got nothing to do with spirituality. It is made up of nitrogen, oxygen, carbon, and hydrogen - the very same elements that make up the majority atmosphere. It is just as godlike as is the air around us. in favor of Human Gene editing is a good thing",['Universalism: objectivity'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5883,A21160,Homeschooling should be banned,against,homeschooling has proven beneficial for many children,homeschooling has proven beneficial for many children against Homeschooling should be banned,"['Self-direction: thought', 'Self-direction: action', 'Achievement', 'Benevolence: caring']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
262,A09060,We should abolish the Olympic Games,against,The Olympic Games allow for countries around the world to compete in friendly competition and is a healthy outlet for national pride.,The Olympic Games allow for countries around the world to compete in friendly competition and is a healthy outlet for national pride. against We should abolish the Olympic Games,"['Stimulation', 'Achievement', 'Security: personal', 'Tradition', 'Universalism: concern']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
5730,A19432,Holocaust denial should be a criminal offence,against,"while the events of the holocaust are awful, questioning whether or not it actually happened shouldn't be punishable by prison time.","while the events of the holocaust are awful, questioning whether or not it actually happened shouldn't be punishable by prison time. against Holocaust denial should be a criminal offence","['Self-direction: thought', 'Self-direction: action', 'Tradition', 'Universalism: objectivity']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3369,A27016,We should ban telemarketing,against,it is an effective method for lead generation and qualification for marketing.,it is an effective method for lead generation and qualification for marketing. against We should ban telemarketing,"['Self-direction: action', 'Achievement', 'Universalism: objectivity']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4061,A29087,We should abolish intellectual property rights,in favor of,intellectual property rights should be abolished as it defies the rights of an individual who has created a conception that has proven successful of moving on to another company.,intellectual property rights should be abolished as it defies the rights of an individual who has created a conception that has proven successful of moving on to another company. in favor of We should abolish intellectual property rights,"['Self-direction: action', 'Achievement', 'Universalism: concern']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5534,A18031,Homeschooling should be banned,in favor of,homeschooling does not give a child time away from home,homeschooling does not give a child time away from home in favor of Homeschooling should be banned,"['Self-direction: action', 'Stimulation', 'Achievement', 'Power: dominance', 'Universalism: tolerance']",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6294,A25073,Social media brings more harm than good,against,social media provides support for emotional issues.,social media provides support for emotional issues. against Social media brings more harm than good,"['Security: personal', 'Benevolence: caring', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
6065,A23014,Payday loans should be banned,against,"Instead of banning payday loans, we should require them to assess the ability of individuals to repay, which would avoid the overarching problem of these loans creating cycles of debt.","Instead of banning payday loans, we should require them to assess the ability of individuals to repay, which would avoid the overarching problem of these loans creating cycles of debt. against Payday loans should be banned","['Achievement', 'Power: resources', 'Face', 'Security: personal', 'Conformity: rules', 'Benevolence: dependability']",0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
6616,A28357,The vow of celibacy should be abandoned,in favor of,the catholic church doesn't have enough priests and abandoning this vow will encourage more young men to join,the catholic church doesn't have enough priests and abandoning this vow will encourage more young men to join in favor of The vow of celibacy should be abandoned,"['Self-direction: action', 'Tradition']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1802,A21218,We should legalize prostitution,in favor of,"Prostitution doesn't pose any larger physical threat to the individual than other manual labor jobs. Dancers destroy their bones and construction workers their backs, if those are legal prostitution needs to be as well.","Prostitution doesn't pose any larger physical threat to the individual than other manual labor jobs. Dancers destroy their bones and construction workers their backs, if those are legal prostitution needs to be as well. in favor of We should legalize prostitution","['Self-direction: action', 'Security: personal', 'Conformity: rules', 'Universalism: concern']",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4736,D27012,India is becoming intolerant,in favor of,Incidences of mob lynchings were increased these days in the name of unofficial beef ban. And the sad thing is that culprits are left unpunished.,Incidences of mob lynchings were increased these days in the name of unofficial beef ban. And the sad thing is that culprits are left unpunished. in favor of India is becoming intolerant,"['Security: societal', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
7160,E07015,We should remove unauthorized asylum seekers and migrants,against,"Everyone has the right to be wrong sometimes. Everyone (immigrants and Europeans) should behave well, but I think it depends a lot on the level of inclusion of these people.  If we manage to be a welcoming continent, the people who come will thank us by being part of society.","Everyone has the right to be wrong sometimes. Everyone (immigrants and Europeans) should behave well, but I think it depends a lot on the level of inclusion of these people.  If we manage to be a welcoming continent, the people who come will thank us by being part of society. against We should remove unauthorized asylum seekers and migrants","['Security: personal', 'Conformity: rules']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2385,A23086,We should adopt a multi-party system,in favor of,a poll shows that more than 90% of the people are in support of a multi-party system in the usa.,a poll shows that more than 90% of the people are in support of a multi-party system in the usa. in favor of We should adopt a multi-party system,"['Security: personal', 'Conformity: rules', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6694,A29221,Foster care brings more harm than good,in favor of,Overworked social workers make the foster care system harmful by not disclosing child background details to foster parents and often dealing with behavioral issues improperly.,Overworked social workers make the foster care system harmful by not disclosing child background details to foster parents and often dealing with behavioral issues improperly. in favor of Foster care brings more harm than good,"['Achievement', 'Conformity: rules', 'Benevolence: caring', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5759,A20094,Homeopathy brings more harm than good,against,homeopathy allows for natural healing and care rather than being vulnerable to unknown dangers of chemicals in regards to such.,homeopathy allows for natural healing and care rather than being vulnerable to unknown dangers of chemicals in regards to such. against Homeopathy brings more harm than good,"['Self-direction: action', 'Security: personal', 'Universalism: nature']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1959,A21445,We should end mandatory retirement,against,"by forcing someone to retire it then means that spot is open for a younger person to fill the role, someone who could really use the money","by forcing someone to retire it then means that spot is open for a younger person to fill the role, someone who could really use the money against We should end mandatory retirement","['Achievement', 'Power: resources']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2976,A24500,We should oppose collectivism,against,collectivism gives one voice a louder voice by having others available for support,collectivism gives one voice a louder voice by having others available for support against We should oppose collectivism,"['Power: dominance', 'Face', 'Security: personal']",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
488,A12286,We should limit executive compensation,in favor of,CEO's make 100 times what an average worker make and they do not actually generate any capital.,CEO's make 100 times what an average worker make and they do not actually generate any capital. in favor of We should limit executive compensation,"['Power: resources', 'Universalism: concern']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1843,A21282,We should ban missionary work,in favor of,missionaries basically bribe the poor to change to their religion.,missionaries basically bribe the poor to change to their religion. in favor of We should ban missionary work,"['Self-direction: thought', 'Self-direction: action', 'Stimulation', 'Tradition', 'Conformity: rules']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1734,A21104,We should ban private military companies,in favor of,private military companies can hold bias and due to past experiences and can result in dangerous sctivities for the wrong reasons.,private military companies can hold bias and due to past experiences and can result in dangerous sctivities for the wrong reasons. in favor of We should ban private military companies,"['Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2911,A24401,We should prohibit school prayer,against,Prayer can be a good way to unite a school and help children to focus on the day ahead.,Prayer can be a good way to unite a school and help children to focus on the day ahead. against We should prohibit school prayer,"['Achievement', 'Security: personal', 'Tradition', 'Conformity: rules']",0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3219,A25374,We should subsidize journalism,against,subsidizing journalism will create biased reporting,subsidizing journalism will create biased reporting against We should subsidize journalism,"['Self-direction: thought', 'Self-direction: action', 'Achievement', 'Power: dominance', 'Universalism: objectivity']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,A07016,We should ban factory farming,in favor of,"factory farming treats animals inhumanely, which is wrong and immoral.","factory farming treats animals inhumanely, which is wrong and immoral. in favor of We should ban factory farming","['Conformity: rules', 'Humility', 'Benevolence: dependability', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
5630,A18475,We should subsidize vocational education,in favor of,vocational education should be subsidized as the majority of those studying would be from lower income families.,vocational education should be subsidized as the majority of those studying would be from lower income families. in favor of We should subsidize vocational education,"['Security: personal', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1986,A21481,We should abolish safe spaces,against,"Safe spaces are necessary for many people to have strong mental and emotional health, and we should advocate to protect this health just like we advocate for healthcare for physical ailments.","Safe spaces are necessary for many people to have strong mental and emotional health, and we should advocate to protect this health just like we advocate for healthcare for physical ailments. against We should abolish safe spaces","['Security: personal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1369,A20047,We should oppose collectivism,against,collectivism gives people something to work on as a team and builds relationships.,collectivism gives people something to work on as a team and builds relationships. against We should oppose collectivism,"['Achievement', 'Security: personal']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6546,A28051,Intelligence tests bring more harm than good,against,the intelligence tests help to know more about the children's abilities so we can draw better educational strategies for each type of need,the intelligence tests help to know more about the children's abilities so we can draw better educational strategies for each type of need against Intelligence tests bring more harm than good,"['Achievement', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6051,A22448,Blockade of the Gaza Strip should be ended,against,the blockade of the gaza strip  should not be ended as there is still no end to the violence in the region.,the blockade of the gaza strip  should not be ended as there is still no end to the violence in the region. against Blockade of the Gaza Strip should be ended,"['Security: societal', 'Humility', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2811,A24254,We should ban telemarketing,against,telemarketing provides jobs. the economy is already unstable and lacking jobs. what are these people supposed to do if their job is banned? no one forces you to talk to them. just hang up.,telemarketing provides jobs. the economy is already unstable and lacking jobs. what are these people supposed to do if their job is banned? no one forces you to talk to them. just hang up. against We should ban telemarketing,"['Power: resources', 'Security: personal', 'Security: societal', 'Benevolence: caring']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
659,A15009,We should abolish the right to keep and bear arms,in favor of,the right to bear arms had and will only lead to people killing innocent people.,the right to bear arms had and will only lead to people killing innocent people. in favor of We should abolish the right to keep and bear arms,"['Self-direction: action', 'Universalism: concern']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1794,A21205,We should adopt gender-neutral language,in favor of,we should because times are changing and people are not sure of their gender anymore so it stops people being offended.,we should because times are changing and people are not sure of their gender anymore so it stops people being offended. in favor of We should adopt gender-neutral language,"['Conformity: rules', 'Conformity: interpersonal', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
2511,A23294,We should ban fast food,against,there is no need to ban fast food because there are some fairly healthy options to choose from. it's up to people to make smarter decisions about their food and their future health,there is no need to ban fast food because there are some fairly healthy options to choose from. it's up to people to make smarter decisions about their food and their future health against We should ban fast food,"['Self-direction: action', 'Security: personal', 'Universalism: tolerance']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3397,A27058,We should ban algorithmic trading,in favor of,"algorithmic trading has its disadvantages which include system failure risks,network connectivity errors, time-lags between trade orders and execution and, most important of all, imperfect algorithms.","algorithmic trading has its disadvantages which include system failure risks,network connectivity errors, time-lags between trade orders and execution and, most important of all, imperfect algorithms. in favor of We should ban algorithmic trading","['Self-direction: action', 'Achievement', 'Universalism: objectivity']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4282,A29469,We should abolish the three-strikes laws,in favor of,"The three-strikes law gives no room for mitigating factors to be considered, making our justice system a rigid one that does not allow for true justice.","The three-strikes law gives no room for mitigating factors to be considered, making our justice system a rigid one that does not allow for true justice. in favor of We should abolish the three-strikes laws","['Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1147,A19204,We should cancel pride parades,against,pride parades show acceptance and we need more of that,pride parades show acceptance and we need more of that against We should cancel pride parades,"['Security: personal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3272,A25453,We should ban the use of child actors,against,everyone has the right to develop their maximum potential regardless of whether they are children or adults.,everyone has the right to develop their maximum potential regardless of whether they are children or adults. against We should ban the use of child actors,"['Self-direction: action', 'Achievement', 'Universalism: concern']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
608,A12469,We should subsidize embryonic stem cell research,in favor of,embryonic stem cell research is an advanced medicine progress that should not be stopped,embryonic stem cell research is an advanced medicine progress that should not be stopped in favor of We should subsidize embryonic stem cell research,"['Stimulation', 'Achievement', 'Security: personal']",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6287,A25044,Holocaust denial should be a criminal offence,against,holocaust denial should not be a criminal offence because it would be an infringement of the right to free speech,holocaust denial should not be a criminal offence because it would be an infringement of the right to free speech against Holocaust denial should be a criminal offence,"['Self-direction: thought', 'Conformity: rules']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6895,D03051,Hindi should be the national language of India,in favor of,"English is not native to India, but Hindi is.","English is not native to India, but Hindi is. in favor of Hindi should be the national language of India",['Tradition'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3582,A27345,We should introduce compulsory voting,in favor of,compulsory voting would make sure that each and every person's voice is heard and provide a more accurate system of making sure the person elected is the one the people really want.,compulsory voting would make sure that each and every person's voice is heard and provide a more accurate system of making sure the person elected is the one the people really want. in favor of We should introduce compulsory voting,"['Self-direction: thought', 'Self-direction: action', 'Achievement', 'Power: dominance', 'Universalism: concern']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1930,A21408,We should abolish capital punishment,in favor of,capital punishment is a barbaric act that illustrates to people that murder is a viable option and codified in law.,capital punishment is a barbaric act that illustrates to people that murder is a viable option and codified in law. in favor of We should abolish capital punishment,"['Security: societal', 'Humility', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
197,A07091,We should ban targeted killing,against,targetted killing could potentially help reduce the number of crimes if terrorists are killed before they can cause more harm,targetted killing could potentially help reduce the number of crimes if terrorists are killed before they can cause more harm against We should ban targeted killing,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2931,A24434,We should ban private military companies,against,"pmcs can provide security to those countries and organisations that need protection and are capable of paying for it, so should not be banned","pmcs can provide security to those countries and organisations that need protection and are capable of paying for it, so should not be banned against We should ban private military companies","['Achievement', 'Power: resources', 'Security: societal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2327,A23008,We should legalize organ trade,against,the organ trade should not be legalized as it would invariably lead to targeting of the most vulnerable and least affluent of society.,the organ trade should not be legalized as it would invariably lead to targeting of the most vulnerable and least affluent of society. against We should legalize organ trade,"['Security: personal', 'Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
4389,A30140,We should ban targeted killing,in favor of,selective murder should be prohibited is something scandalous for society and nobody has the right to order the death of another person,selective murder should be prohibited is something scandalous for society and nobody has the right to order the death of another person in favor of We should ban targeted killing,"['Face', 'Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
766,A18120,We should ban cosmetic surgery for minors,in favor of,"childrens' bodies are constantly changing  throughout childhood so that, cosmetic surgery may be used to alter an disliked part of the body when it may change anyway, resulting in unnecessary surgery","childrens' bodies are constantly changing  throughout childhood so that, cosmetic surgery may be used to alter an disliked part of the body when it may change anyway, resulting in unnecessary surgery in favor of We should ban cosmetic surgery for minors",['Humility'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4496,A30289,We should ban targeted killing,against,targeted killing makes us safer by eliminating threats to our country and safety,targeted killing makes us safer by eliminating threats to our country and safety against We should ban targeted killing,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4218,A29357,We should abolish zoos,in favor of,Zoos are too often a place of mistreatment and death for wild animals.  We should abolish them and move onto other conservation efforts.,Zoos are too often a place of mistreatment and death for wild animals.  We should abolish them and move onto other conservation efforts. in favor of We should abolish zoos,['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3255,A25428,We should subsidize space exploration,against,"the country only has a certain amount of money, and it would be used better to help people here on earth than to explore space.","the country only has a certain amount of money, and it would be used better to help people here on earth than to explore space. against We should subsidize space exploration","['Security: personal', 'Humility', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1
202,A07096,We should ban telemarketing,in favor of,"yes ban it, if i wanted to buy something i would know where to look for it without being bothered with constant calls","yes ban it, if i wanted to buy something i would know where to look for it without being bothered with constant calls in favor of We should ban telemarketing","['Self-direction: thought', 'Self-direction: action', 'Conformity: rules', 'Conformity: interpersonal']",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3510,A27235,We should ban fast food,in favor of,"fast food is nutritionally devoid, cruel to animals, pollutes the environment and is aggressively marketed towards impressional children.","fast food is nutritionally devoid, cruel to animals, pollutes the environment and is aggressively marketed towards impressional children. in favor of We should ban fast food","['Security: personal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: nature']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
4931,E04002,We need to invest in nuclear energy,against,"Nuclear energy simply is too expensive and hence economically not viable. According to the researchers at RethinkX, we will see a clean energy disruption in the next ten years which will leave investments in oil, coal and nuclear stranded.","Nuclear energy simply is too expensive and hence economically not viable. According to the researchers at RethinkX, we will see a clean energy disruption in the next ten years which will leave investments in oil, coal and nuclear stranded. against We need to invest in nuclear energy","['Power: resources', 'Security: personal', 'Security: societal', 'Universalism: nature', 'Universalism: objectivity']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
6390,A26030,We should abandon television,against,"television can be shared by many, allowing to enjoy a show and foster discussion about topics that are being broadcast.","television can be shared by many, allowing to enjoy a show and foster discussion about topics that are being broadcast. against We should abandon television","['Self-direction: thought', 'Stimulation', 'Hedonism', 'Achievement', 'Security: personal', 'Universalism: nature', 'Universalism: tolerance']",1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
5535,A18034,Holocaust denial should be a criminal offence,against,thought crimes should not be punishable.,thought crimes should not be punishable. against Holocaust denial should be a criminal offence,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,A21103,We should cancel pride parades,against,"Pride parades allow communities to be open and free about their lifestyles in a way that everyone else can all the time, they are fun, community events that go beyond the LGBTQ communities.","Pride parades allow communities to be open and free about their lifestyles in a way that everyone else can all the time, they are fun, community events that go beyond the LGBTQ communities. against We should cancel pride parades","['Self-direction: action', 'Hedonism', 'Security: personal', 'Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
5791,A20217,Holocaust denial should be a criminal offence,against,"we are supposed to be a modern society of free thought. if someone wants to deny the holocaust, it is their intellectual right.","we are supposed to be a modern society of free thought. if someone wants to deny the holocaust, it is their intellectual right. against Holocaust denial should be a criminal offence","['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,A24194,We should limit executive compensation,against,Executive level employees have worked hard to achieve the level they have  and should be compensated for this.,Executive level employees have worked hard to achieve the level they have  and should be compensated for this. against We should limit executive compensation,"['Achievement', 'Power: resources', 'Face']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1707,A21060,We should subsidize space exploration,against,space exploration should be privatized and maybe we'd get somewhere.,space exploration should be privatized and maybe we'd get somewhere. against We should subsidize space exploration,"['Self-direction: thought', 'Self-direction: action', 'Achievement', 'Power: resources']",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,E06091,"All workers and unemployed should have access to social protection, including young people",in favor of,"The situation of young people is difficult. Temporary jobs, precarious contracts, civic contracts replacing regular employment, forced self-employment, lack of basic social protection, and even age-discriminatory practices (also on the basis of age) are still the norm for millions of young people who are trying to make their way in the labor market. They need urgent help!","The situation of young people is difficult. Temporary jobs, precarious contracts, civic contracts replacing regular employment, forced self-employment, lack of basic social protection, and even age-discriminatory practices (also on the basis of age) are still the norm for millions of young people who are trying to make their way in the labor market. They need urgent help! in favor of All workers and unemployed should have access to social protection, including young people","['Achievement', 'Security: personal', 'Security: societal', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
5249,E07181,We need a better migration policy.,in favor of,Africa is the only continent where the number of young people continues to increase.  ,Africa is the only continent where the number of young people continues to increase.   in favor of We need a better migration policy.,['Security: societal'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5757,A20079,Homeopathy brings more harm than good,against,homeopathy has been proven to work by many different studies.,homeopathy has been proven to work by many different studies. against Homeopathy brings more harm than good,"['Achievement', 'Benevolence: caring']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3474,A27177,We should introduce compulsory voting,in favor of,"compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors.","compulsory voting makes the population more involved in the election process, and would give results that more accurately reflected the will of the electors. in favor of We should introduce compulsory voting","['Self-direction: action', 'Achievement', 'Security: societal', 'Benevolence: dependability']",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6528,A27483,Holocaust denial should be a criminal offence,in favor of,it is dangerous to deny crimes as abhorrent as those of the holocaust,it is dangerous to deny crimes as abhorrent as those of the holocaust in favor of Holocaust denial should be a criminal offence,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5855,A21037,Intelligence tests bring more harm than good,against,intelligence test help students end up in classes that help them learn the best.,intelligence test help students end up in classes that help them learn the best. against Intelligence tests bring more harm than good,"['Self-direction: thought', 'Achievement', 'Conformity: rules', 'Benevolence: caring']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
854,A18260,We should ban factory farming,in favor of,Factory farming should be banned as it is an unhealthy and uncaring atmosphere in which to raise animals and doesn't result in a good quality product at the end.,Factory farming should be banned as it is an unhealthy and uncaring atmosphere in which to raise animals and doesn't result in a good quality product at the end. in favor of We should ban factory farming,"['Achievement', 'Security: personal', 'Benevolence: dependability', 'Universalism: nature']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5685,A19236,Payday loans should be banned,in favor of,payday loans are predatory and negatively impact the poor and uneducated,payday loans are predatory and negatively impact the poor and uneducated in favor of Payday loans should be banned,"['Security: personal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6363,A25401,Blockade of the Gaza Strip should be ended,against,while hamas is in control of the gaza strip there remains a high possibility of terrorist acts towards the israeli people so the blockade must continue for the safety of israel.,while hamas is in control of the gaza strip there remains a high possibility of terrorist acts towards the israeli people so the blockade must continue for the safety of israel. against Blockade of the Gaza Strip should be ended,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4737,D27013,The Sabarimala verdict is progressive and not a threat to traditions,in favor of,Why everything is seen in a sexual nature? Brahmacharya doesn't mean women cannot worship god. Brahmacharya means observing celibacy. It doesn't mean that there shouldn't be female devotees of reproductive age. Narrow-minded people do not understand the difference between devotion and sexual attraction.,Why everything is seen in a sexual nature? Brahmacharya doesn't mean women cannot worship god. Brahmacharya means observing celibacy. It doesn't mean that there shouldn't be female devotees of reproductive age. Narrow-minded people do not understand the difference between devotion and sexual attraction. in favor of The Sabarimala verdict is progressive and not a threat to traditions,"['Tradition', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4097,A29152,We should abolish intellectual property rights,against,"intellectual property rights should be protected, as intellectual property is the same as physical property.","intellectual property rights should be protected, as intellectual property is the same as physical property. against We should abolish intellectual property rights","['Self-direction: thought', 'Achievement', 'Power: resources', 'Face', 'Tradition', 'Conformity: rules', 'Universalism: concern']",1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
